word,type,note,url,sefaria_ref
κάρυον,Greek,"Arabic فندق, from Greek κάρυον ποντικόν “Pontic (Black Sea) nut”.",https://chavrutai.com/yerushalmi/Gittin/7#4-2,Jerusalem_Talmud_Gittin.7.4.2
ποντικόν,Greek,"Arabic فندق, from Greek κάρυον ποντικόν “Pontic (Black Sea) nut”.",https://chavrutai.com/yerushalmi/Gittin/7#4-2,Jerusalem_Talmud_Gittin.7.4.2
στολίς,Greek,"Greek στολίς, στολή “garment” also “equipment, arms, etc.” Can the rabbinic Hebrew כֵּלִי “garment” (for biblical “vessel, equipment, arms”) be induced by analogy with the Greek (E. G.)? In Latin stola",https://chavrutai.com/yerushalmi/Gittin/7#5-1,Jerusalem_Talmud_Gittin.7.5.1
στολή,Greek,"Greek στολίς, στολή “garment” also “equipment, arms, etc.” Can the rabbinic Hebrew כֵּלִי “garment” (for biblical “vessel, equipment, arms”) be induced by analogy with the Greek (E. G.)? In Latin stola",https://chavrutai.com/yerushalmi/Gittin/7#5-1,Jerusalem_Talmud_Gittin.7.5.1
stola,Latin,"Greek στολίς, στολή “garment” also “equipment, arms, etc.” Can the rabbinic Hebrew כֵּלִי “garment” (for biblical “vessel, equipment, arms”) be induced by analogy with the Greek (E. G.)? In Latin stola",https://chavrutai.com/yerushalmi/Gittin/7#5-1,Jerusalem_Talmud_Gittin.7.5.1
τὸ,Greek,"Greek τὸ σύμφωνον “(written) agreement”. In general, a preliminary marriage was concluded by an act of the male, with passive acceptance by the female. Since a preliminary marriage can also be effected by contract (Mishnah Qiddušin",https://chavrutai.com/yerushalmi/Gittin/7#6-3,Jerusalem_Talmud_Gittin.7.6.3
σύμφωνον,Greek,"Greek τὸ σύμφωνον “(written) agreement”. In general, a preliminary marriage was concluded by an act of the male, with passive acceptance by the female. Since a preliminary marriage can also be effected by contract (Mishnah Qiddušin",https://chavrutai.com/yerushalmi/Gittin/7#6-3,Jerusalem_Talmud_Gittin.7.6.3
σύμφωνον,Greek,"The condition has to be formulated not for the male, who actively has to take the woman in and therefore can claim unavoidable circumstances, but for the passive female. Since the contract is σύμφωνον, a mutual agreement, she gives her passive acceptance of the preliminary marriage only on condition that she be definitively married by a fixed date. If she refuses her agreement, no preliminary marriage is possible and no bill of divorce due.",https://chavrutai.com/yerushalmi/Gittin/7#6-3,Jerusalem_Talmud_Gittin.7.6.3
κάλαθος,Greek,"Greek κάλαθος “wicker-basket”, e. g., basket for wool.",https://chavrutai.com/yerushalmi/Gittin/8#1-1,Jerusalem_Talmud_Gittin.8.1.1
πανδοκεῖον,Greek,Greek πανδοκεῖον.,https://chavrutai.com/yerushalmi/Gittin/8#9-1,Jerusalem_Talmud_Gittin.8.9.1
Ενως,Greek,"The scribe wrote two bills of divorce in two parallel columns. When the witnesses came to sign, they used the space under both columns. Then only the bill whose witnesses sign directly under it is valid since for the other bill the first witness is at least two lines too far away to be counted. The additional complication is that the Hebrew text starts at the right but the Greek text on the left. For example:               bill                                    bill                                                יצחק בן אברהם                                                משה בן עמרםΕνως υἱὸς ΣηθΣημ υἰὸς ΝωεIn this case, if the first two signatures apply to the bill on the right hand side, that bill is valid. If they applied to the bill at the left, both bills would be invalid since the bill is read from the left but the signatures from the right. If each bill carries two signatures, one to be read from the right, the other from the left:               bill                                    bill                                                יצחק בן אברהםΕνως υἱὸς Σηθ                                                משה בן עמרםΣημ υἰὸς Νωεno bill can be read with its signatures and both are invalid. If both Hebrew signatures belong to one bill and both Greek to the other, both bills are still invalid since the second signature is only on the fourth line.",https://chavrutai.com/yerushalmi/Gittin/9#7-1,Jerusalem_Talmud_Gittin.9.7.1
υἱὸς,Greek,"The scribe wrote two bills of divorce in two parallel columns. When the witnesses came to sign, they used the space under both columns. Then only the bill whose witnesses sign directly under it is valid since for the other bill the first witness is at least two lines too far away to be counted. The additional complication is that the Hebrew text starts at the right but the Greek text on the left. For example:               bill                                    bill                                                יצחק בן אברהם                                                משה בן עמרםΕνως υἱὸς ΣηθΣημ υἰὸς ΝωεIn this case, if the first two signatures apply to the bill on the right hand side, that bill is valid. If they applied to the bill at the left, both bills would be invalid since the bill is read from the left but the signatures from the right. If each bill carries two signatures, one to be read from the right, the other from the left:               bill                                    bill                                                יצחק בן אברהםΕνως υἱὸς Σηθ                                                משה בן עמרםΣημ υἰὸς Νωεno bill can be read with its signatures and both are invalid. If both Hebrew signatures belong to one bill and both Greek to the other, both bills are still invalid since the second signature is only on the fourth line.",https://chavrutai.com/yerushalmi/Gittin/9#7-1,Jerusalem_Talmud_Gittin.9.7.1
ΣηθΣημ,Greek,"The scribe wrote two bills of divorce in two parallel columns. When the witnesses came to sign, they used the space under both columns. Then only the bill whose witnesses sign directly under it is valid since for the other bill the first witness is at least two lines too far away to be counted. The additional complication is that the Hebrew text starts at the right but the Greek text on the left. For example:               bill                                    bill                                                יצחק בן אברהם                                                משה בן עמרםΕνως υἱὸς ΣηθΣημ υἰὸς ΝωεIn this case, if the first two signatures apply to the bill on the right hand side, that bill is valid. If they applied to the bill at the left, both bills would be invalid since the bill is read from the left but the signatures from the right. If each bill carries two signatures, one to be read from the right, the other from the left:               bill                                    bill                                                יצחק בן אברהםΕνως υἱὸς Σηθ                                                משה בן עמרםΣημ υἰὸς Νωεno bill can be read with its signatures and both are invalid. If both Hebrew signatures belong to one bill and both Greek to the other, both bills are still invalid since the second signature is only on the fourth line.",https://chavrutai.com/yerushalmi/Gittin/9#7-1,Jerusalem_Talmud_Gittin.9.7.1
υἰὸς,Greek,"The scribe wrote two bills of divorce in two parallel columns. When the witnesses came to sign, they used the space under both columns. Then only the bill whose witnesses sign directly under it is valid since for the other bill the first witness is at least two lines too far away to be counted. The additional complication is that the Hebrew text starts at the right but the Greek text on the left. For example:               bill                                    bill                                                יצחק בן אברהם                                                משה בן עמרםΕνως υἱὸς ΣηθΣημ υἰὸς ΝωεIn this case, if the first two signatures apply to the bill on the right hand side, that bill is valid. If they applied to the bill at the left, both bills would be invalid since the bill is read from the left but the signatures from the right. If each bill carries two signatures, one to be read from the right, the other from the left:               bill                                    bill                                                יצחק בן אברהםΕνως υἱὸς Σηθ                                                משה בן עמרםΣημ υἰὸς Νωεno bill can be read with its signatures and both are invalid. If both Hebrew signatures belong to one bill and both Greek to the other, both bills are still invalid since the second signature is only on the fourth line.",https://chavrutai.com/yerushalmi/Gittin/9#7-1,Jerusalem_Talmud_Gittin.9.7.1
Νωε,Greek,"The scribe wrote two bills of divorce in two parallel columns. When the witnesses came to sign, they used the space under both columns. Then only the bill whose witnesses sign directly under it is valid since for the other bill the first witness is at least two lines too far away to be counted. The additional complication is that the Hebrew text starts at the right but the Greek text on the left. For example:               bill                                    bill                                                יצחק בן אברהם                                                משה בן עמרםΕνως υἱὸς ΣηθΣημ υἰὸς ΝωεIn this case, if the first two signatures apply to the bill on the right hand side, that bill is valid. If they applied to the bill at the left, both bills would be invalid since the bill is read from the left but the signatures from the right. If each bill carries two signatures, one to be read from the right, the other from the left:               bill                                    bill                                                יצחק בן אברהםΕνως υἱὸς Σηθ                                                משה בן עמרםΣημ υἰὸς Νωεno bill can be read with its signatures and both are invalid. If both Hebrew signatures belong to one bill and both Greek to the other, both bills are still invalid since the second signature is only on the fourth line.",https://chavrutai.com/yerushalmi/Gittin/9#7-1,Jerusalem_Talmud_Gittin.9.7.1
Σηθ,Greek,"The scribe wrote two bills of divorce in two parallel columns. When the witnesses came to sign, they used the space under both columns. Then only the bill whose witnesses sign directly under it is valid since for the other bill the first witness is at least two lines too far away to be counted. The additional complication is that the Hebrew text starts at the right but the Greek text on the left. For example:               bill                                    bill                                                יצחק בן אברהם                                                משה בן עמרםΕνως υἱὸς ΣηθΣημ υἰὸς ΝωεIn this case, if the first two signatures apply to the bill on the right hand side, that bill is valid. If they applied to the bill at the left, both bills would be invalid since the bill is read from the left but the signatures from the right. If each bill carries two signatures, one to be read from the right, the other from the left:               bill                                    bill                                                יצחק בן אברהםΕνως υἱὸς Σηθ                                                משה בן עמרםΣημ υἰὸς Νωεno bill can be read with its signatures and both are invalid. If both Hebrew signatures belong to one bill and both Greek to the other, both bills are still invalid since the second signature is only on the fourth line.",https://chavrutai.com/yerushalmi/Gittin/9#7-1,Jerusalem_Talmud_Gittin.9.7.1
Σημ,Greek,"The scribe wrote two bills of divorce in two parallel columns. When the witnesses came to sign, they used the space under both columns. Then only the bill whose witnesses sign directly under it is valid since for the other bill the first witness is at least two lines too far away to be counted. The additional complication is that the Hebrew text starts at the right but the Greek text on the left. For example:               bill                                    bill                                                יצחק בן אברהם                                                משה בן עמרםΕνως υἱὸς ΣηθΣημ υἰὸς ΝωεIn this case, if the first two signatures apply to the bill on the right hand side, that bill is valid. If they applied to the bill at the left, both bills would be invalid since the bill is read from the left but the signatures from the right. If each bill carries two signatures, one to be read from the right, the other from the left:               bill                                    bill                                                יצחק בן אברהםΕνως υἱὸς Σηθ                                                משה בן עמרםΣημ υἰὸς Νωεno bill can be read with its signatures and both are invalid. If both Hebrew signatures belong to one bill and both Greek to the other, both bills are still invalid since the second signature is only on the fourth line.",https://chavrutai.com/yerushalmi/Gittin/9#7-1,Jerusalem_Talmud_Gittin.9.7.1
text,Greek,"The scribe wrote two bills of divorce in two parallel columns. When the witnesses came to sign, they used the space under both columns. Then only the bill whose witnesses sign directly under it is valid since for the other bill the first witness is at least two lines too far away to be counted. The additional complication is that the Hebrew text starts at the right but the Greek text on the left. For example:               bill                                    bill                                                יצחק בן אברהם                                                משה בן עמרםΕνως υἱὸς ΣηθΣημ υἰὸς ΝωεIn this case, if the first two signatures apply to the bill on the right hand side, that bill is valid. If they applied to the bill at the left, both bills would be invalid since the bill is read from the left but the signatures from the right. If each bill carries two signatures, one to be read from the right, the other from the left:               bill                                    bill                                                יצחק בן אברהםΕνως υἱὸς Σηθ                                                משה בן עמרםΣημ υἰὸς Νωεno bill can be read with its signatures and both are invalid. If both Hebrew signatures belong to one bill and both Greek to the other, both bills are still invalid since the second signature is only on the fourth line.",https://chavrutai.com/yerushalmi/Gittin/9#7-1,Jerusalem_Talmud_Gittin.9.7.1
document,Greek,"If judges sign the document, they only certify that it was presented to them and they attest to the genuineness of the signatures. Therefore, judges who do not know Greek can certify Aramaic signatures on a Greek document. But the witnesses testify to the genuineness of the document and they may be called to testify about its meaning; they are prohibited from signing unless they can read and understand it. In the Babli, Ketubot",https://chavrutai.com/yerushalmi/Gittin/9#8-4,Jerusalem_Talmud_Gittin.9.8.4
document,Greek,"Since Rav exercised jurisdiction only in Babylonia, it is quite possible than no Greek document ever came before him.",https://chavrutai.com/yerushalmi/Gittin/9#8-4,Jerusalem_Talmud_Gittin.9.8.4
κοδράντης,Greek,"Greek κοδράντης, equivalent of Roman quadrans",https://chavrutai.com/yerushalmi/Kiddushin/1#1-23,Jerusalem_Talmud_Kiddushin.1.1.23
Μνᾶ,Greek,"The Greek Μνᾶ of 100 drachmas each, not the Babylonian מָנֶה of 60 šeqel",https://chavrutai.com/yerushalmi/Kiddushin/1#2-9,Jerusalem_Talmud_Kiddushin.1.2.9
catella,Latin,Latin catella,https://chavrutai.com/yerushalmi/Kiddushin/1#4-12,Jerusalem_Talmud_Kiddushin.1.4.12
βῶλοι,Greek,"Greek βῶλοι, Latin boloe",https://chavrutai.com/yerushalmi/Kiddushin/1#4-12,Jerusalem_Talmud_Kiddushin.1.4.12
boloe,Latin,"Greek βῶλοι, Latin boloe",https://chavrutai.com/yerushalmi/Kiddushin/1#4-12,Jerusalem_Talmud_Kiddushin.1.4.12
ὠνή,Greek,"Greek ὠνή, cf. Giṭṭin",https://chavrutai.com/yerushalmi/Kiddushin/1#5-7,Jerusalem_Talmud_Kiddushin.1.5.7
ἀπορέω,Greek,"Levy and Kohut explain as Greek ἀπορέω, “to become poor”.",https://chavrutai.com/yerushalmi/Kiddushin/3#4-3,Jerusalem_Talmud_Kiddushin.3.4.3
χάρτης,Greek,"Greek χάρτης, Latin charta",https://chavrutai.com/yerushalmi/Kiddushin/3#4-6,Jerusalem_Talmud_Kiddushin.3.4.6
charta,Latin,"Greek χάρτης, Latin charta",https://chavrutai.com/yerushalmi/Kiddushin/3#4-6,Jerusalem_Talmud_Kiddushin.3.4.6
ἀρχεῖον,Greek,Greek ἀρχεῖον. It seems that only select families were admitted to be notaries to certify deeds in Sepphoris.,https://chavrutai.com/yerushalmi/Kiddushin/4#5-1,Jerusalem_Talmud_Kiddushin.4.5.1
στρατία,Greek,Greek στρατία.,https://chavrutai.com/yerushalmi/Kiddushin/4#5-1,Jerusalem_Talmud_Kiddushin.4.5.1
πάρδαλις,Greek,"Most moderns identify the word as Greek πάρδαλις “panther”, Arabic ابرد. Rashi everywhere translates putois",https://chavrutai.com/yerushalmi/Bava_Kamma/1#5-1,Jerusalem_Talmud_Bava_Kamma.1.5.1
foris,Latin,Latin foris,https://chavrutai.com/yerushalmi/Bava_Kamma/2#5-3,Jerusalem_Talmud_Bava_Kamma.2.5.3
Χρυσάργυρος,Greek,"Χρυσάργυρος, “alloy of gold and silver; tribute of gold and silver”, a Roman tax imposed by Constantine I, repealed by Anastasios I. The tax was imposed on professions and forced artisans into guilds. A certain sum was collected from each profession in a taxing district [cf. A. Dessau, Finanzen des alten Rom,",https://chavrutai.com/yerushalmi/Bava_Kamma/3#1-4,Jerusalem_Talmud_Bava_Kamma.3.1.4
ξενία,Greek,"אכסניי פרכא, from Greek ξενία “hospitality, lodging”; πάροχος, Latin parochus",https://chavrutai.com/yerushalmi/Bava_Kamma/3#1-4,Jerusalem_Talmud_Bava_Kamma.3.1.4
πάροχος,Greek,"אכסניי פרכא, from Greek ξενία “hospitality, lodging”; πάροχος, Latin parochus",https://chavrutai.com/yerushalmi/Bava_Kamma/3#1-4,Jerusalem_Talmud_Bava_Kamma.3.1.4
parochus,Latin,"אכסניי פרכא, from Greek ξενία “hospitality, lodging”; πάροχος, Latin parochus",https://chavrutai.com/yerushalmi/Bava_Kamma/3#1-4,Jerusalem_Talmud_Bava_Kamma.3.1.4
κάθισμα,Greek,"Greek κάθισμα “buttocks, behind; seat; sinking”. It may be that the word is used here in a slightly pornographic meaning.",https://chavrutai.com/yerushalmi/Bava_Kamma/5#5-3,Jerusalem_Talmud_Bava_Kamma.5.5.3
φασιανός,Greek,Greek φασιανός.,https://chavrutai.com/yerushalmi/Bava_Kamma/5#8-3,Jerusalem_Talmud_Bava_Kamma.5.8.3
ταώς,Greek,"טַווָס, Greek ταώς “Peacock”.",https://chavrutai.com/yerushalmi/Bava_Kamma/5#8-3,Jerusalem_Talmud_Bava_Kamma.5.8.3
tomus,Latin,Latin tomus,https://chavrutai.com/yerushalmi/Bava_Kamma/8#1-2,Jerusalem_Talmud_Bava_Kamma.8.1.2
λῃστής,Greek,"In contrast to a גַזְלָן, a לִיסטיס (λῃστής) always is an armed",https://chavrutai.com/yerushalmi/Bava_Kamma/10#2-1,Jerusalem_Talmud_Bava_Kamma.10.2.1
missicius,Latin,"“Retired Roman veterans who received a provincial’s property”, from Latin missicius, missitius,",https://chavrutai.com/yerushalmi/Bava_Kamma/10#6-1,Jerusalem_Talmud_Bava_Kamma.10.6.1
πανδοῦρα,Greek,"Greek πανδοῦρα, a kind of guitar.",https://chavrutai.com/yerushalmi/Bava_Kamma/10#8-2,Jerusalem_Talmud_Bava_Kamma.10.8.2
στιχάριον,Greek,"In the word, ד is not a safe reading. The Venice printer read איסטרכין. Brill reads איסטכרין, Greek στιχάριον, “variegated tunic”.",https://chavrutai.com/yerushalmi/Bava_Kamma/10#10-2,Jerusalem_Talmud_Bava_Kamma.10.10.2
mina,Greek,The Greek mina,https://chavrutai.com/yerushalmi/Bava_Metzia/1#1-2,Jerusalem_Talmud_Bava_Metzia.1.1.2
κοινωνία,Greek,"Greek κοινωνία, cf. Yebamot",https://chavrutai.com/yerushalmi/Bava_Metzia/1#6-3,Jerusalem_Talmud_Bava_Metzia.1.6.3
διαθήκη,Greek,"Greek διαθήκη, usually referring to testamentary gifts.",https://chavrutai.com/yerushalmi/Bava_Metzia/1#7-1,Jerusalem_Talmud_Bava_Metzia.1.7.1
γλωσσοκομεῖον,Greek,"Greek γλωσσοκομεῖον “chest, box”.",https://chavrutai.com/yerushalmi/Bava_Metzia/1#8-1,Jerusalem_Talmud_Bava_Metzia.1.8.1
σύμφωνον,Greek,"Greek σύμφωνον “contract”, an expression used in Byzantine era papyri for special stipulations within a written contract (cf. Taubenschlag, Note 84, p. 224). The commentators of the Babli and Alfasi follow the Geonim and Rashi in explaining symphon",https://chavrutai.com/yerushalmi/Bava_Metzia/1#8-1,Jerusalem_Talmud_Bava_Metzia.1.8.1
ἐμπορία,Greek,"S. Lieberman, following B. Mussaphia, identifies as Greek ἐμπορία. If a new vessel is offered for trade and looks like any other new vessel of the same manufacture, no identification is possible. In the Tosephta, 2:1, R. Simeon ben Eleazar explicitly states that vessels which show signs of use must be advertised.",https://chavrutai.com/yerushalmi/Bava_Metzia/2#2-1,Jerusalem_Talmud_Bava_Metzia.2.2.1
ἐμπορία,Greek,"S. Lieberman, following B. Mussaphia, identifies as Greek ἐμπορία. If a new vessel is offered for trade and looks like any other new vessel of the same manufacture, no identification is possible. In the Tosephta, 2:1, R. Simeon ben Eleazar explicitly states that vessels which show signs of use must be advertised.",https://chavrutai.com/yerushalmi/Bava_Metzia/2#2-3,Jerusalem_Talmud_Bava_Metzia.2.2.3
amictorium,Latin,Latin amictorium,https://chavrutai.com/yerushalmi/Bava_Metzia/2#2-3,Jerusalem_Talmud_Bava_Metzia.2.2.3
semita,Latin,Latin semita.,https://chavrutai.com/yerushalmi/Bava_Metzia/2#2-3,Jerusalem_Talmud_Bava_Metzia.2.2.3
platea,Latin,"Latin platea,",https://chavrutai.com/yerushalmi/Bava_Metzia/2#2-3,Jerusalem_Talmud_Bava_Metzia.2.2.3
πανδοκεῖον,Greek,"Greek πανδοκεῖον, τό.",https://chavrutai.com/yerushalmi/Bava_Metzia/2#4-4,Jerusalem_Talmud_Bava_Metzia.2.4.4
τό,Greek,"Greek πανδοκεῖον, τό.",https://chavrutai.com/yerushalmi/Bava_Metzia/2#4-4,Jerusalem_Talmud_Bava_Metzia.2.4.4
βάρβαρος,Greek,"Greek βάρβαρος, “barbarous, foreign”.",https://chavrutai.com/yerushalmi/Bava_Metzia/2#5-3,Jerusalem_Talmud_Bava_Metzia.2.5.3
δεράνιον,Greek,"Lieberman suggests Greek δεράνιον, Byzantine δεράιον “necklace”.",https://chavrutai.com/yerushalmi/Bava_Metzia/2#5-5,Jerusalem_Talmud_Bava_Metzia.2.5.5
δεράιον,Greek,"Lieberman suggests Greek δεράνιον, Byzantine δεράιον “necklace”.",https://chavrutai.com/yerushalmi/Bava_Metzia/2#5-5,Jerusalem_Talmud_Bava_Metzia.2.5.5
πρᾶξις,Greek,Greek πρᾶξις.,https://chavrutai.com/yerushalmi/Bava_Metzia/2#5-7,Jerusalem_Talmud_Bava_Metzia.2.5.7
δισάκκιον,Greek,"Greek δισάκκιον, cf. Berakhot",https://chavrutai.com/yerushalmi/Bava_Metzia/3#4-2,Jerusalem_Talmud_Bava_Metzia.3.4.2
κλυστήριον,Greek,"E reads first פליסורין, then כליסורין. The first reading is supported by the text quoted by Menaḥem di Lonzano. S. Lieberman reads this as Greek κλυστήριον, “a clyster”, which fits the context. The explanations proposed by earlier commentators are not reasonable.",https://chavrutai.com/yerushalmi/Bava_Metzia/3#7-2,Jerusalem_Talmud_Bava_Metzia.3.7.2
funda,Latin,E reads instead of באפונדתו (from the Latin funda,https://chavrutai.com/yerushalmi/Bava_Metzia/3#7-3,Jerusalem_Talmud_Bava_Metzia.3.7.3
μέταξα,Greek,Greek μέταξα.,https://chavrutai.com/yerushalmi/Bava_Metzia/4#2-3,Jerusalem_Talmud_Bava_Metzia.4.2.3
χάραξ,Greek,"Greek χάραξ, χάρακος “palisade”.",https://chavrutai.com/yerushalmi/Bava_Metzia/4#5-1,Jerusalem_Talmud_Bava_Metzia.4.5.1
χάρακος,Greek,"Greek χάραξ, χάρακος “palisade”.",https://chavrutai.com/yerushalmi/Bava_Metzia/4#5-1,Jerusalem_Talmud_Bava_Metzia.4.5.1
πίθος,Greek,Greek πίθος.,https://chavrutai.com/yerushalmi/Bava_Metzia/4#7-1,Jerusalem_Talmud_Bava_Metzia.4.7.1
saltuarius,Latin,"The word was identified by S. Lieberman as Latin saltuarius,",https://chavrutai.com/yerushalmi/Bava_Metzia/5#5-9,Jerusalem_Talmud_Bava_Metzia.5.5.9
νῆσοι,Greek,"Probably Greece or Southern Italy. The text of E is לכיסין; Lieberman reads לְנִיסִין, Greek νῆσοι “islands”.",https://chavrutai.com/yerushalmi/Bava_Metzia/5#6-6,Jerusalem_Talmud_Bava_Metzia.5.6.6
ξέστης,Greek,"A ξέστης is the equivalent of a Roman sextarius,",https://chavrutai.com/yerushalmi/Bava_Metzia/5#6-6,Jerusalem_Talmud_Bava_Metzia.5.6.6
πλαστός,Greek,"Greek πλαστός, ή, όν, “fabricated”.",https://chavrutai.com/yerushalmi/Bava_Metzia/5#8-2,Jerusalem_Talmud_Bava_Metzia.5.8.2
ή,Greek,"Greek πλαστός, ή, όν, “fabricated”.",https://chavrutai.com/yerushalmi/Bava_Metzia/5#8-2,Jerusalem_Talmud_Bava_Metzia.5.8.2
όν,Greek,"Greek πλαστός, ή, όν, “fabricated”.",https://chavrutai.com/yerushalmi/Bava_Metzia/5#8-2,Jerusalem_Talmud_Bava_Metzia.5.8.2
πορεῖο,Greek,"Reading with D. Hoffmann πορεῖο φόροι. [Cf. Greek πόρευμα “means of transportation or φέρετρον “bier, litter, frame” (E.G.)] {Musaphia reads περιφέραια “circumference, circle” and interprets as “curved trumpets”. Arukh",https://chavrutai.com/yerushalmi/Bava_Metzia/6#1-1,Jerusalem_Talmud_Bava_Metzia.6.1.1
φόροι,Greek,"Reading with D. Hoffmann πορεῖο φόροι. [Cf. Greek πόρευμα “means of transportation or φέρετρον “bier, litter, frame” (E.G.)] {Musaphia reads περιφέραια “circumference, circle” and interprets as “curved trumpets”. Arukh",https://chavrutai.com/yerushalmi/Bava_Metzia/6#1-1,Jerusalem_Talmud_Bava_Metzia.6.1.1
πόρευμα,Greek,"Reading with D. Hoffmann πορεῖο φόροι. [Cf. Greek πόρευμα “means of transportation or φέρετρον “bier, litter, frame” (E.G.)] {Musaphia reads περιφέραια “circumference, circle” and interprets as “curved trumpets”. Arukh",https://chavrutai.com/yerushalmi/Bava_Metzia/6#1-1,Jerusalem_Talmud_Bava_Metzia.6.1.1
φέρετρον,Greek,"Reading with D. Hoffmann πορεῖο φόροι. [Cf. Greek πόρευμα “means of transportation or φέρετρον “bier, litter, frame” (E.G.)] {Musaphia reads περιφέραια “circumference, circle” and interprets as “curved trumpets”. Arukh",https://chavrutai.com/yerushalmi/Bava_Metzia/6#1-1,Jerusalem_Talmud_Bava_Metzia.6.1.1
περιφέραια,Greek,"Reading with D. Hoffmann πορεῖο φόροι. [Cf. Greek πόρευμα “means of transportation or φέρετρον “bier, litter, frame” (E.G.)] {Musaphia reads περιφέραια “circumference, circle” and interprets as “curved trumpets”. Arukh",https://chavrutai.com/yerushalmi/Bava_Metzia/6#1-1,Jerusalem_Talmud_Bava_Metzia.6.1.1
λιμήν,Greek,Greek λιμήν.,https://chavrutai.com/yerushalmi/Bava_Metzia/6#1-4,Jerusalem_Talmud_Bava_Metzia.6.1.4
ἀγγαρεία,Greek,Greek ἀγγαρεία.,https://chavrutai.com/yerushalmi/Bava_Metzia/6#3-1,Jerusalem_Talmud_Bava_Metzia.6.3.1
compendiarium,Latin,Latin compendiarium,https://chavrutai.com/yerushalmi/Bava_Metzia/6#3-4,Jerusalem_Talmud_Bava_Metzia.6.3.4
ὁδός,Greek,"Greek (ὁδός) βασιλική. Since everybody walks there, the lessee is not to blame. This argument is roughly equivalent to that of Note 42.",https://chavrutai.com/yerushalmi/Bava_Metzia/6#3-4,Jerusalem_Talmud_Bava_Metzia.6.3.4
βασιλική,Greek,"Greek (ὁδός) βασιλική. Since everybody walks there, the lessee is not to blame. This argument is roughly equivalent to that of Note 42.",https://chavrutai.com/yerushalmi/Bava_Metzia/6#3-4,Jerusalem_Talmud_Bava_Metzia.6.3.4
πάρδαλις,Greek,"Greek πάρδαλις, Latin pardalis",https://chavrutai.com/yerushalmi/Bava_Metzia/7#7-1,Jerusalem_Talmud_Bava_Metzia.7.7.1
pardalis,Latin,"Greek πάρδαλις, Latin pardalis",https://chavrutai.com/yerushalmi/Bava_Metzia/7#7-1,Jerusalem_Talmud_Bava_Metzia.7.7.1
οἰκονόμος,Greek,"Chapter 5, Note 138. The steward is the organizer of the work on the estate; the administrator (οἰκονόμος) is the paymaster and the accountant. On large estates, both could be slaves, cf. Bava batra",https://chavrutai.com/yerushalmi/Bava_Metzia/8#3-3,Jerusalem_Talmud_Bava_Metzia.8.3.3
ἀνάκλησις,Greek,"Greek ἀνάκλησις “recall, restoration”. ‘Or zarua‘",https://chavrutai.com/yerushalmi/Bava_Metzia/8#9-2,Jerusalem_Talmud_Bava_Metzia.8.9.2
bulla,Latin,"Usually one reads הַבַּלָּן וְהַסַּפָּר “the bath attendant and the barber” but these providers of personal services cannot be understood here. A בּוּל “seal” in Hebrew and Syriac, Latin bulla,",https://chavrutai.com/yerushalmi/Bava_Metzia/9#1-3,Jerusalem_Talmud_Bava_Metzia.9.1.3
σάγος,Greek,"Corrected version of the scribe. First he wrote סָגוֹס σάγος, ""coarse coat"" (expression used in Mekhilta dR. Simeon b. Ioḥai, Sifry Deut.",https://chavrutai.com/yerushalmi/Bava_Metzia/9#12-4,Jerusalem_Talmud_Bava_Metzia.9.12.4
ζεῦγος,Greek,"Since the scissors are indispensable to the barber’s livelihood, for him they are as important as is food and cannot be impounded. Even though the scissors only work as a pair (ζεῦγος), each blade separately is counted as a tool. The rules of items which cannot be taken are spelled out in Mishnah ‘Arakhin",https://chavrutai.com/yerushalmi/Bava_Metzia/9#13-3,Jerusalem_Talmud_Bava_Metzia.9.13.3
prunus,Latin,Latin prunus persica,https://chavrutai.com/yerushalmi/Bava_Metzia/10#4-2,Jerusalem_Talmud_Bava_Metzia.10.4.2
βωμός,Greek,Greek βωμός.,https://chavrutai.com/yerushalmi/Bava_Metzia/10#5-2,Jerusalem_Talmud_Bava_Metzia.10.5.2
δόμος,Greek,Greek δόμος “building; rows of stones or bricks in a building”; cf. Berakhot,https://chavrutai.com/yerushalmi/Bava_Metzia/10#5-2,Jerusalem_Talmud_Bava_Metzia.10.5.2
ζημία,Greek,Greek ζημία; cf. Peah,https://chavrutai.com/yerushalmi/Bava_Batra/1#4-2,Jerusalem_Talmud_Bava_Batra.1.4.2
δίαιτα,Greek,E דייאטות; Greek δίαιτα; cf. Yebamot,https://chavrutai.com/yerushalmi/Bava_Batra/1#5-5,Jerusalem_Talmud_Bava_Batra.1.5.5
κοιλία,Greek,Greek κοιλία “belly”; a stone or brick base which is concave in the middle for the fire; the frustum of the cone of the oven is placed on the rim which is higher than the place of the fire.,https://chavrutai.com/yerushalmi/Bava_Batra/2#1-1,Jerusalem_Talmud_Bava_Batra.2.1.1
στρόβιλος,Greek,Greek στρόβιλος. The grindstone was shaped like a pine cone with a handle on top by which it was moved.,https://chavrutai.com/yerushalmi/Bava_Batra/2#1-4,Jerusalem_Talmud_Bava_Batra.2.1.4
stibadium,Latin,"Cf. Latin stibadium “bench”, Arabic مسطبة.",https://chavrutai.com/yerushalmi/Bava_Batra/2#3-2,Jerusalem_Talmud_Bava_Batra.2.3.2
ἐξώστρα,Greek,"Greek ἐξώστρα, Latin exostra",https://chavrutai.com/yerushalmi/Bava_Batra/3#11-1,Jerusalem_Talmud_Bava_Batra.3.11.1
