rank,normalized_name,yerushalmi_count,yerushalmi_pct,bavli_term,bavli_count,bavli_pct,wikipedia_he,hebrew_term,wikidata_id,match_type,match_score,match_note,yerushalmi_variant_names
1435,Rav Abbaia,1,0.0023,R' Abba,290,0.4091,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%91%D7%90,רבי אבא,Q7221758,fuzzy_edit,30,"lev=2 key=""abbaia""→""abba""",Rav Abbaia
1436,R' Shimon bar Zeved,1,0.0023,,,,,,,none,0,,Rebbi Simon bar Zeved
1437,R' Maluk,1,0.0023,,,,,,,none,0,,Rebbi Maluk
1438,Yose bar Manisha,1,0.0023,,,,,,,none,0,,Yose bar Manisha
1439,R' Yose bar Nahora,1,0.0023,,,,,,,none,0,,Rebbi Yose bar Nahora
1440,R' Daniel ben Rav Qatina,1,0.0023,,,,,,,none,0,,Rebbi Daniel ben Rav Qatina
1441,R' Ayvi bar Nagari,1,0.0023,,,,,,,none,0,,Rebbi Ayvi bar Nagari
1442,R' Abba from Saronga,1,0.0023,,,,,,,none,0,,Rebbi Abba from Saronga
1443,R' Zibai,1,0.0023,,,,,,,none,0,,Rebbi Zibai
1444,Yose Bar Ashian,1,0.0023,,,,,,,none,0,,Yose Bar Ashian
1445,R' Yehudah bar Laqqara,1,0.0023,,,,,,,none,0,,Rebbi Judah bar Laqqara
1446,R' Eliezer ben Dalgai,1,0.0023,,,,,,,none,0,,Rebbi Eliezer ben Dalgai
1447,Ben Yehotzadaq,1,0.0023,,,,,,,none,0,,Ben Yehoṣadaq
1448,Yehudah ben Shamuai,1,0.0023,,,,,,,none,0,,Jehudah ben Shamuai
1449,R' Yotzadak,1,0.0023,,,,,,,none,0,,Rebbi Joṣadaq
1450,Rav Zera,1,0.0023,R' Zeira,668,0.9423,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%96%D7%99%D7%A8%D7%90,רבי זירא,Q7296294,fuzzy_edit,45,"lev=1 key=""zera""→""zeira""",Rav Zera
1451,R' Abba bar Yosef,1,0.0023,,,,,,,none,0,,Rebbi Abba bar Joseph
1452,R' Elazar the son of R' Elazar,1,0.0023,"R' Elazar, son of R' Shimon",193,0.2723,,,,token_subset,93,"key=""eleazar son of eleazar"" ⊆ bavli=""eleazar son of shimon""",Rebbi Eleazar the son of Rebbi Eleazar
1453,Yehudah the son of R' Ḥiyya,1,0.0023,"R' Yehuda, son of R' Ḥiyya",11,0.0155,,,,exact,100,,Jehudah the son of Rebbi Ḥiyya
1454,R' Yishmael ben R',1,0.0023,,,,,,,none,0,,Rebbi Ismael ben Rebbi
1455,Bar Gerontios,1,0.0023,,,,,,,none,0,,Bar Gerontios
1456,Rav Hoshaya the son of Rav Yitzḥak,1,0.0023,,,,,,,none,0,,Rav Hoshaia the son of Rav Isaac
1457,the father of R' Avdimi of Sepphoris,1,0.0023,,,,,,,none,0,,the father of Rebbi Eudaimon of Sepphoris
1458,R' Ḥanina bar Yaqe,1,0.0023,,,,,,,none,0,,Rebbi Ḥanina bar Yaqe
1459,R' Kahana the son of R' Ḥiyya bar Abba,1,0.0023,"R' Abba, son of R' Ḥiyya bar Abba",16,0.0226,,,,token_subset,95,"key=""kahana son of hiyya ben abba"" ⊆ bavli=""abba son of hiyya ben abba""",Rebbi Cahana the son of Rebbi Ḥiyya bar Abba
1460,R' Abba bar Zavdi,1,0.0023,,,,,,,none,0,,Rebbi Abba bar Zavdi
1461,Bava ben Bitay,1,0.0023,,,,,,,none,0,,Bava ben Bitay
1462,R' Shimon ben R' Ḥiyya,1,0.0023,,,,,,,none,0,,Rebbi Simeon ben Rebbi Ḥiyya
1463,Bar Delaya,1,0.0023,,,,,,,none,0,,Bar Delaya
1464,R' Idi from Ḥotra,1,0.0023,,,,,,,none,0,,Rebbi Idi from Ḥotra
1465,R' Qiris from Irma,1,0.0023,,,,,,,none,0,,Rebbi Qiris from Irma
1466,Shaul ben Botnit,1,0.0023,,,,,,,none,0,,Shaul ben Botnit
1467,Zeura bar Ḥama,1,0.0023,,,,,,,none,0,,Zeura bar Ḥama
1468,R' Ḥananiah ben Aqabiah,1,0.0023,,,,,,,none,0,,Rebbi Ḥananiah ben Aqabiah
1469,R' Ḥanin bar Levi,1,0.0023,,,,,,,none,0,,Rebbi Ḥanin bar Levi
1470,Ḥinena bar Idi,1,0.0023,,,,,,,none,0,,Ḥinena bar Idi
1471,R' Hillel son of Rabbi Vales,1,0.0023,,,,,,,none,0,,Rebbi Hillel son of Rabbi Vales
1472,Rabbi Ila,1,0.0023,R' Ila,20,0.0282,,,,exact,100,,Rabbi Ila
1473,the brother of R' Ila,1,0.0023,,,,,,,none,0,,the brother of Rebbi Ila
1474,R' Yitzḥak bar Qatzatzata,1,0.0023,,,,,,,none,0,,Rebbi Isaac bar Qaṣaṣata
1475,R' Sachariah,1,0.0023,,,,,,,none,0,,Rebbi Sachariah
1476,R' Shmuel ben Yitzḥak,1,0.0023,R' Shmuel bar Rav Yitzḥak,20,0.0282,,,,exact,100,,Rebbi Samuel ben Isaac
1477,R' Issachar from Kefar,1,0.0023,,,,,,,none,0,,Rebbi Issachar from Kefar
1478,R' Eliezar,1,0.0023,R' Eliezer,1661,2.3431,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%90%D7%9C%D7%99%D7%A2%D7%96%D7%A8%20%D7%91%D7%9F%20%D7%94%D7%95%D7%A8%D7%A7%D7%A0%D7%95%D7%A1,רבי אליעזר בן הורקנוס,Q1329310,fuzzy_edit,45,"lev=1 key=""eliezar""→""eliezer""",Rebbi Eliezar
1479,R' Yose ben Nahorai,1,0.0023,,,,,,,none,0,,Rebbi Yose ben Nahorai
1480,R' Abba bar Pappos,1,0.0023,,,,,,,none,0,,Rebbi Abba bar Pappos
1481,R' Yose bar Qatzarta,1,0.0023,,,,,,,none,0,,Rebbi Yose bar Qaṣarta
1482,R' Mesharshia,1,0.0023,Rav Mesharshiyya,62,0.0875,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%9E%D7%A9%D7%A8%D7%A9%D7%99%D7%90,רב משרשיא,Q7296285,fuzzy_edit,30,"lev=2 key=""mesharshia""→""mesharshiyya""",Rebbi Mesharshia
1483,R' Abba bar Ilai,1,0.0023,,,,,,,none,0,,Rebbi Abba bar Ilai
1484,Rabbi Ḥuna of Sepphoris,1,0.0023,,,,,,,none,0,,Rabbi Ḥuna of Sepphoris
1485,R' Tanḥum ben R' Yirmeyah,1,0.0023,,,,,,,none,0,,Rebbi Tanḥum ben Rebbi Jeremiah
1486,Ze`urah bar Ḥama,1,0.0023,,,,,,,none,0,,Ze`urah bar Ḥama
1487,Yose the son of R' Yehoshua,1,0.0023,,,,,,,none,0,,Yose the son of Rebbi Joshua
1488,R' Yudan son of R',1,0.0023,,,,,,,none,0,,Rebbi Yudan son of Rebbi
1489,R' Yudan ben R' Menashe,1,0.0023,,,,,,,none,0,,Rebbi Yudan ben Rebbi Menashe
1490,R' Shmuel ben Aina,1,0.0023,,,,,,,none,0,,Rebbi Samuel ben Aina
1491,R' Hanania ben R' Yitzḥak,1,0.0023,,,,,,,none,0,,Rebbi Hanania ben Rebbi Isaac
1492,R' Ḥanania ben Teradion,1,0.0023,,,,,,,none,0,,Rebbi Ḥanania ben Teradion
1493,R' Immi bar Ezechiel,1,0.0023,,,,,,,none,0,,Rebbi Immi bar Ezechiel
1494,Rav Abba bar Ilay,1,0.0023,,,,,,,none,0,,Rav Abba bar Ilay
1495,R' Ludah,1,0.0023,,,,,,,none,0,,Rebbi Ludah
1496,R' Yehudah bar Pappai,1,0.0023,,,,,,,none,0,,Rebbi Jehudah bar Pappai
1497,R' Derosa,1,0.0023,R' Dosa,67,0.0945,,,,fuzzy_edit,30,"lev=2 key=""derosa""→""dosa""",Rebbi Derosa
1498,Ben Yatzaf,1,0.0023,,,,,,,none,0,,Ben Yaṣaf
1499,Ben Tzitzit,1,0.0023,,,,,,,none,0,,Ben Ṣiṣit
1500,Ben Qubisin,1,0.0023,,,,,,,none,0,,Ben Qubisin
1501,Ben Kalba,1,0.0023,,,,,,,none,0,,Ben Kalba
1502,R' Yannai from Eli,1,0.0023,,,,,,,none,0,,Rebbi Yannai from Eli
1503,R' Neḥemiah from Nehemiah,1,0.0023,,,,,,,none,0,,Rebbi Neḥemiah from Nehemiah
1504,R' Philippos ben Perita,1,0.0023,,,,,,,none,0,,Rebbi Philippos ben Perita
1505,R' Yose ben Abbai,1,0.0023,,,,,,,none,0,,Rebbi Yose ben Abbai
1506,Bar Yanta,1,0.0023,,,,,,,none,0,,Bar Yanta
1507,R' Zacharia,1,0.0023,,,,,,,none,0,,Rebbi Zacharia
1508,King Messias,1,0.0023,,,,,,,none,0,,King Messias
1509,R' Yoḥanan ben Torta,1,0.0023,,,,,,,none,0,,Rebbi Joḥanan ben Torta
1510,R' Elazar ben Ḥarsom,1,0.0023,,,,,,,none,0,,Rebbi Eleazar ben Ḥarsom
1511,Yehoshua ben Yehotzadaq the High,1,0.0023,,,,,,,none,0,,Joshua ben Yehoṣadaq the High
1512,bar Yosef,1,0.0023,,,,,,,none,0,,bar Joseph
1513,Shmuel bar Naḥman,1,0.0023,,,,,,,none,0,,Samuel bar Naḥman
1514,R' Shimon ben Yohay,1,0.0023,,,,,,,none,0,,Rebbi Simeon ben Yohay
1515,Naḥman the son of R' Shmuel,1,0.0023,,,,,,,none,0,,Naḥman the son of Rebbi Samuel
1516,R' Ḥabiba,1,0.0023,Rabba,969,1.3669,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%94_%D7%91%D7%A8_%D7%A0%D7%97%D7%9E%D7%A0%D7%99,רבה בר נחמני,Q360557,fuzzy_edit,30,"lev=2 key=""habiba""→""rabba""",Rebbi Ḥabiba
1517,R' Yustus ben R' Shunem,1,0.0023,,,,,,,none,0,,Rebbi Justus ben Rebbi Shunem
1518,R' Yitzḥak ben R' Ḥiyya,1,0.0023,,,,,,,none,0,,Rebbi Isaac ben Rebbi Ḥiyya
1519,R' Yudan from Gezur,1,0.0023,,,,,,,none,0,,Rebbi Yudan from Gezur
1520,R' Elazar ben Protos,1,0.0023,,,,,,,none,0,,Rebbi Eleazar ben Protos
1521,R' Immi bar Ḥinena,1,0.0023,,,,,,,none,0,,Rebbi Immi bar Ḥinena
1522,R' Aḥa the son of R' Shimon,1,0.0023,"R' Shimon, son of R'",32,0.0451,,,,token_subset,93,"key=""aha son of shimon"" ⊆ bavli=""shimon son of""",Rebbi Aḥa the son of Rebbi Simeon
1523,R' Ya'akov bar Abiah,1,0.0023,,,,,,,none,0,,Rebbi Jacob bar Abiah
1524,Rav Shesha the son of Rav Ḥananel,1,0.0023,,,,,,,none,0,,Rav Shesha the son of Rav Ḥananel
1525,the brother of R' Abba bar Bina,1,0.0023,,,,,,,none,0,,the brother of Rebbi Abba bar Bina
1526,R' Yose ben R' Ila`y,1,0.0023,,,,,,,none,0,,Rebbi Yose ben Rebbi Ila`y
1527,R' Shimon bar Miasha,1,0.0023,,,,,,,none,0,,Rebbi Simeon bar Miasha
1528,R' Ezrah,1,0.0023,,,,,,,none,0,,Rebbi Ezrah
1529,Naḥman bar Ada,1,0.0023,,,,,,,none,0,,Naḥman bar Ada
1530,R' Yitzḥak bar Abba from Mehasia,1,0.0023,,,,,,,none,0,,Rebbi Isaac bar Abba from Mehasia
1531,Rav Ḥama bar Ukva,1,0.0023,,,,,,,none,0,,Rav Ḥama bar Uqba
1532,Rabbi Ḥanania,1,0.0023,R' Ḥanina,392,0.5530,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%97%D7%A0%D7%99%D7%A0%D7%90_%D7%91%D7%A8_%D7%97%D7%9E%D7%90,רבי חנינא בר חמא,Q1062209,exact,100,,Rabbi Ḥanania
1533,R' Shmuel bar Ḥalaph,1,0.0023,,,,,,,none,0,,Rebbi Samuel bar Ḥalaph
1534,Levi bar Pati,1,0.0023,,,,,,,none,0,,Levi bar Paṭi
1535,Bar Abuna,1,0.0023,,,,,,,none,0,,Bar Abuna
1536,R' Ḥanania the son of Rav Hoshaya,1,0.0023,,,,,,,none,0,,Rebbi Ḥanania the son of Rav Hoshaia
1537,R' Ḥiyya the son of R' Ada from Jaffa,1,0.0023,,,,,,,none,0,,Rebbi Ḥiyya the son of Rebbi Ada from Jaffa
1538,R' Giddul,1,0.0023,Rav Giddel,88,0.1241,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%92%D7%99%D7%93%D7%9C,רב גידל,Q7296280,fuzzy_edit,45,"lev=1 key=""giddul""→""giddel""",Rebbi Giddul
1539,R' Ḥananiah ben Pazi,1,0.0023,,,,,,,none,0,,Rebbi Ḥananiah ben Pazi
1540,"R' Abba, the son of R' Ḥiyya bar Abba",1,0.0023,"R' Abba, son of R' Ḥiyya bar Abba",16,0.0226,,,,exact,100,,"Rebbi Abba, the son of Rebbi Ḥiyya bar Abba"
1541,Yehudah bar Tammuza,1,0.0023,,,,,,,none,0,,Jehudah bar Tammuza
1542,R' Ḥinena bar Andreas,1,0.0023,,,,,,,none,0,,Rebbi Ḥinena bar Andreas
1543,R' Zakkai from Kabul,1,0.0023,,,,,,,none,0,,Rebbi Zakkai from Kabul
1544,R' Yose ben Bevai,1,0.0023,,,,,,,none,0,,Rebbi Yose ben Bevai
1545,Bar Yashita,1,0.0023,,,,,,,none,0,,Bar Yashita
1546,Ḥanania bar Shelemia,1,0.0023,,,,,,,none,0,,Ḥanania bar Shelemia
1547,Bar Tabari,1,0.0023,,,,,,,none,0,,Bar Tabari
1548,Yoḥanan ben Dahavai,1,0.0023,,,,,,,none,0,,Joḥanan ben Dahavai
1549,R' Tanhum bar Ilai,1,0.0023,,,,,,,none,0,,Rebbi Tanhum bar Ilai
1550,R' Yoḥanan the brother of Rav Safra,1,0.0023,,,,,,,none,0,,Rebbi Joḥanan the brother of Rav Safra
1551,R' Yudan ben R' Shimon,1,0.0023,,,,,,,none,0,,Rebbi Yudan ben Rebbi Simeon
1552,R' Shimon ben Nethanael,1,0.0023,,,,,,,none,0,,Rebbi Simeon ben Nethanael
1553,Rabban Joḥana ben Zakkai,1,0.0023,,,,,,,none,0,,Rabban Joḥana ben Zakkai
1554,Yehoshua ben Perahia,1,0.0023,,,,,,,none,0,,Joshua ben Perahia
1555,Bava ben Buta,1,0.0023,,,,,,,none,0,,Bava ben Buta
1556,Yoḥanan ben Gudgada,1,0.0023,,,,,,,none,0,,Joḥanan ben Gudgada
1557,the brother of R' Hoshaya,1,0.0023,,,,,,,none,0,,the brother of Rebbi Hoshaia
1558,R' Yose ben R' Zamina,1,0.0023,,,,,,,none,0,,Rebbi Yose ben Rebbi Zamina
1559,R' Yose bar Zamina,1,0.0023,,,,,,,none,0,,Rebbi Yose bar Zamina
1560,R' Shiloh from Kefar,1,0.0023,,,,,,,none,0,,Rebbi Shiloh from Kefar
1561,Bar Meqatia,1,0.0023,,,,,,,none,0,,Bar Meqatia
1562,R' Eliezer Ben Ya'akov,1,0.0023,,,,,,,none,0,,Rebbi Eliezer Ben Jacob
1563,Shmuel bar Ḥanina,1,0.0023,,,,,,,none,0,,Samuel bar Ḥanina
1564,R' Ḥalafta bar Shaul,1,0.0023,,,,,,,none,0,,Rebbi Ḥalaphta bar Shaul
1565,R' Pinḥas ben R' Zakkai,1,0.0023,,,,,,,none,0,,Rebbi Phineas ben Rebbi Zakkai
1566,Ben Elasa,1,0.0023,,,,,,,none,0,,Ben Elasa
1567,Elazar ben Hannad,1,0.0023,,,,,,,none,0,,Eleazar ben Hannad
1568,Bar Pata,1,0.0023,,,,,,,none,0,,Bar Pata
1569,R' Ḥiyya ben R' Yitzḥak from Atoshia,1,0.0023,,,,,,,none,0,,Rebbi Ḥiyya ben Rebbi Isaac from Atoshia
1570,R' Natan bar Abba,1,0.0023,,,,,,,none,0,,Rebbi Nathan bar Abba
1571,R' Yitzḥak from Atoshia,1,0.0023,,,,,,,none,0,,Rebbi Isaac from Aṭoshia
1572,Rav Ḥiyya ben R' Yitzḥak from Atoshia,1,0.0023,,,,,,,none,0,,Rav Ḥiyya ben Rebbi Isaac from Aṭoshia
1573,Rabbi Idi of Caesarea,1,0.0023,,,,,,,none,0,,Rabbi Idi of Caesarea
1574,R' Avdimi bar Tobi,1,0.0023,,,,,,,none,0,,Rebbi Eudaimon bar Tobi
1575,father of Rav Hoshaya,1,0.0023,,,,,,,none,0,,father of Rav Hoshaya
1576,the brother of R' Mana,1,0.0023,,,,,,,none,0,,the brother of Rebbi Mana
1577,Bar Nehemiah,1,0.0023,,,,,,,none,0,,Bar Nehemiah
1578,R' Mattun,1,0.0023,Rav Mattana,108,0.1524,,,,fuzzy_edit,30,"lev=2 key=""mattun""→""mattana""",Rebbi Mattun
1579,Yehoyakim ben Yosia the King,1,0.0023,,,,,,,none,0,,Yehoyakim ben Josia the King
1580,Rav Mattana,1,0.0023,Rav Mattana,108,0.1524,,,,exact,100,,Rav Mattana
1581,Yose ben Manisha,1,0.0023,,,,,,,none,0,,Yose ben Manisha
1582,R' Ḥiyya the son of R' Ada from Yafo,1,0.0023,,,,,,,none,0,,Rebbi Ḥiyya the son of Rebbi Ada from Yafo
1583,The son of Tira,1,0.0023,,,,,,,none,0,,The son of Tira
1584,R' Avdimi bar Tanḥum,1,0.0023,,,,,,,none,0,,Rebbi Eudaimon bar Tanḥum
1585,R' Ḥalafta ben R' Yose,1,0.0023,,,,,,,none,0,,Rebbi Ḥalaphta ben Rebbi Yose
1586,R' Avdimi ben R' Yose,1,0.0023,,,,,,,none,0,,Rebbi Eudaimon ben Rebbi Yose
1587,R' Binyamin ben Gidal,1,0.0023,,,,,,,none,0,,Rebbi Benjamin ben Gidal
1588,Rabba bar Zabda,1,0.0023,,,,,,,none,0,,Rabba bar Zabda
1589,Dosa ben Hyrkanos,1,0.0023,,,,,,,none,0,,Dosa ben Hyrkanos
1590,ben Hyrkanos,1,0.0023,,,,,,,none,0,,ben Hyrkanos
1591,son of Baladan,1,0.0023,,,,,,,none,0,,son of Baladan
1592,son of Tabrimon,1,0.0023,,,,,,,none,0,,son of Tabrimon
1593,son of Ḥezayon,1,0.0023,,,,,,,none,0,,son of Ḥezayon
1594,Haman ben Hamedata,1,0.0023,,,,,,,none,0,,Haman ben Hamedata
1595,the son of Hamedata,1,0.0023,,,,,,,none,0,,the son of Hamedata
1596,R' Sineon ben Yoḥai,1,0.0023,,,,,,,none,0,,Rebbi Sineon ben Ioḥai
1597,R' Yose bar Abba,1,0.0023,,,,,,,none,0,,Rebbi Yose bar Abba
1598,R' Ḥiyya ben R' Sabbatai,1,0.0023,,,,,,,none,0,,Rebbi Ḥiyya ben Rebbi Sabbatai
1599,R' Gedula,1,0.0023,,,,,,,none,0,,Rebbi Gedula
1600,R' Me‘ir,1,0.0023,R' Meir,2086,2.9426,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%9E%D7%90%D7%99%D7%A8,רבי מאיר,Q1621623,fuzzy_edit,45,"lev=1 key=""me‘ir""→""meir""",Rebbi Me‘ir
1601,R' Shmuel ben Inaya,1,0.0023,,,,,,,none,0,,Rebbi Samuel ben Inaya
1602,R' Yudan the son of R' Yishmael,1,0.0023,,,,,,,none,0,,Rebbi Yudan the son of Rebbi Ismael
1603,R' Shimon from Timna,1,0.0023,,,,,,,none,0,,Rebbi Simeon from Timna
1604,Yehoshua ben Gamla,1,0.0023,,,,,,,none,0,,Joshua ben Gamla
1605,R' Tiufa,1,0.0023,,,,,,,none,0,,Rebbi Tiufa
1606,R' Mathias,1,0.0023,,,,,,,none,0,,Rebbi Mathias
1607,R' Yannay ben R' Yishmael,1,0.0023,,,,,,,none,0,,Rebbi Yannay ben Rebbi Ismael
1608,R' Yishmael ben R' Yoḥanan,1,0.0023,,,,,,,none,0,,Rebbi Ismael ben Rebbi Joḥanan
1609,R' Yudan ben Ḥanin,1,0.0023,,,,,,,none,0,,Rebbi Yudan ben Ḥanin
1610,R' Aḥai bar Pappaios,1,0.0023,,,,,,,none,0,,Rebbi Aḥai bar Pappaios
1611,R' Romanus,1,0.0023,,,,,,,none,0,,Rebbi Romanus
1612,Ben Megisa,1,0.0023,,,,,,,none,0,,Ben Megisa
1613,R' Iniah,1,0.0023,,,,,,,none,0,,Rebbi Iniah
1614,R' Niḥa bar R' Sava,1,0.0023,,,,,,,none,0,,Rebbi Niḥa bar Rebbi Sava
1615,Ben Shamua,1,0.0023,,,,,,,none,0,,Ben Shamua
1616,R' Leontes,1,0.0023,,,,,,,none,0,,Rebbi Leontes
1617,Shimon ben Yosina,1,0.0023,,,,,,,none,0,,Simeon ben Yosina
1618,Rav Ḥanin,1,0.0023,R' Ḥanan,14,0.0197,,,,fuzzy_edit,45,"lev=1 key=""hanin""→""hanan""",Rav Ḥanin
1619,"R' Shimon, the son of R' Ayvo",1,0.0023,"R' Shimon, son of R'",32,0.0451,,,,token_subset,93,"key=""shimon son of ayvo"" ⊆ bavli=""shimon son of""","Rebbi Simeon, the son of Rebbi Ayvo"
1620,R' Ashian bar Yakim,1,0.0023,,,,,,,none,0,,Rebbi Ashian bar Yaqim
1621,R' Abba bar Yitzḥak,1,0.0023,,,,,,,none,0,,Rebbi Abba bar Isaac
1622,maternal uncle of Rav Cahana,1,0.0023,,,,,,,none,0,,The maternal uncle of Rav Cahana
1623,Rabbi Zerika,1,0.0023,R' Zerika,28,0.0395,,,,exact,100,,Rabbi Zeriqa
1624,R' Hyrkanos,1,0.0023,,,,,,,none,0,,Rebbi Hyrkanos
1625,R' Aḥa bar Ḥinena,1,0.0023,,,,,,,none,0,,Rebbi Aḥa bar Ḥinena
1626,R' Nissa,1,0.0023,,,,,,,none,0,,Rebbi Nissa
1627,R' Joḥanban,1,0.0023,R' Yoḥanan,3687,5.2011,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%99%D7%95%D7%97%D7%A0%D7%9F,רבי יוחנן,Q1397565,fuzzy_edit,30,"lev=2 key=""johanban""→""yohanan""",Rebbi Joḥanban
1628,R' Nehemiah bar Mar Ukban,1,0.0023,,,,,,,none,0,,Rebbi Nehemiah bar Mar Uqban
1629,R' Abba bar R' Zemina,1,0.0023,,,,,,,none,0,,Rebbi Abba bar Rebbi Zemina
1630,Rav Pappai,1,0.0023,Rav Pappi,62,0.0875,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%A4%D7%A4%D7%99,רב פפי,Q7296287,fuzzy_edit,45,"lev=1 key=""pappai""→""pappi""",Rav Pappai
1631,R' Yehoshua from Suknin,1,0.0023,,,,,,,none,0,,Rebbi Joshua from Suknin
1632,R' Abba bar Zavida,1,0.0023,,,,,,,none,0,,Rebbi Abba bar Zavida
1633,Abba Simai,1,0.0023,,,,,,,none,0,,Abba Simai
1634,Yonatan ben Yoḥanan,1,0.0023,,,,,,,none,0,,Jonathan ben Joḥanan
1635,Ben Satra,1,0.0023,,,,,,,none,0,,Ben Satra
1636,Ben Azzay,1,0.0023,,,,,,,none,0,,Ben Azzay
1637,Rav Ḥana,1,0.0023,R' Ḥanan,14,0.0197,,,,fuzzy_edit,45,"lev=1 key=""hana""→""hanan""",Rav Ḥana
1638,R' Yoḥanan the Sages,1,0.0023,,,,,,,none,0,,Rebbi Joḥanan the Sages
1639,R' Yose the Kohen,1,0.0023,,,,,,,none,0,,Rebbi Yose the Cohen
1640,R' Yudan the son of Rav Ḥama,1,0.0023,,,,,,,none,0,,Rebbi Yudan the son of Rav Ḥama
1641,bar Ashi,1,0.0023,,,,,,,none,0,,bar Ashi
1642,Rav Oshaiah,1,0.0023,R' Hoshaya,24,0.0339,,,,exact,100,,Rav Oshaiah
1643,R' Natan bar Hoshaiah,1,0.0023,,,,,,,none,0,,Rebbi Nathan bar Hoshaiah
1644,Ya'akov bar Abba,1,0.0023,,,,,,,none,0,,Jacob bar Abba
1645,R' Gamliel ben Avina,1,0.0023,,,,,,,none,0,,Rebbi Gamliel ben Avina
1646,the father of R' Yehudah,1,0.0023,,,,,,,none,0,,the father of Rebbi Judah
1647,R' Immi bar Pappai,1,0.0023,,,,,,,none,0,,Rebbi Immi bar Pappai
1648,R' Yose ben Ze'ira,1,0.0023,,,,,,,none,0,,Rebbi Yose ben Ze‘ira
1649,R' Zakkai from Alexandria,1,0.0023,,,,,,,none,0,,Rebbi Zakkai from Alexandria
1650,R' Yehudah bar Ḥaninah,1,0.0023,,,,,,,none,0,,Rebbi Jehudah bar Ḥaninah
1651,R' Ḥiyya bar Aḥa,1,0.0023,,,,,,,none,0,,Rebbi Ḥiyya bar Aḥa
1652,Ben Beroqa,1,0.0023,,,,,,,none,0,,Ben Beroqa
1653,Avimi bar Pappai,1,0.0023,,,,,,,none,0,,Abime bar Pappai
1654,R' Ḥananiah the son of R' Abbahu,1,0.0023,,,,,,,none,0,,Rebbi Ḥananiah the son of Rebbi Abbahu
1655,R' Alexis,1,0.0023,,,,,,,none,0,,Rebbi Alexis
1656,R' Yose bar Ze'ira,1,0.0023,,,,,,,none,0,,Rebbi Yose bar Ze‘ira
1657,"R' Yehoshua, son of R' Akiva",1,0.0023,,,,,,,none,0,,"Rebbi Joshua, son of Rebbi Aqiba"
1658,Rav Zabda,1,0.0023,,,,,,,none,0,,Rav Zabda
1659,R' Yoḥanan ben Bagbag,1,0.0023,,,,,,,none,0,,Rebbi Joḥanan ben Bagbag
1660,R' Hizqiyah,1,0.0023,Ḥizkiya,32,0.0451,,,,fuzzy_edit,30,"lev=2 key=""hizqiyah""→""hizkiya""",Rebbi Hizqiyah
1661,R' Ḥiyya bar Yehudah,1,0.0023,,,,,,,none,0,,Rebbi Ḥiyya bar Jehudah
1662,the daughter of Shimon ben Gorion,1,0.0023,,,,,,,none,0,,the daughter of Simeon ben Gorion
1663,R' Ya'akov bar Immi,1,0.0023,,,,,,,none,0,,Rebbi Jacob bar Immi
1664,R' Redipha,1,0.0023,,,,,,,none,0,,Rebbi Redipha
1665,Rav Ammi bar Pappai,1,0.0023,,,,,,,none,0,,Rav Ammi bar Pappai
1666,R' Ḥanin from Shmuel,1,0.0023,,,,,,,none,0,,Rebbi Ḥanin from Samuel
1667,Ḥanina bar Iqa,1,0.0023,,,,,,,none,0,,Ḥanina bar Iqa
1668,R' Ammi bar Ukva,1,0.0023,,,,,,,none,0,,Rebbi Ammi bar Uqba
1669,R' Tanḥum bar Mari,1,0.0023,,,,,,,none,0,,Rebbi Tanḥum bar Mari
1670,R' Yehudah bar Tabbai,1,0.0023,,,,,,,none,0,,Rebbi Jehudah bar Ṭabbai
1671,Yehudah bar Tabbai,1,0.0023,,,,,,,none,0,,Jehudah bar Ṭabbai
1672,R' Hillel bar Pazi,1,0.0023,,,,,,,none,0,,Rebbi Hillel bar Pazi
1673,R' Ḥanaiah,1,0.0023,,,,,,,none,0,,Rebbi Ḥanaiah
1674,R' Yudan from Sicily,1,0.0023,,,,,,,none,0,,Rebbi Yudan from Sicily
1675,Ben Azay,1,0.0023,,,,,,,none,0,,Ben Azay
1676,Rav Shmuel bar Naḥman,1,0.0023,,,,,,,none,0,,Rav Samuel bar Naḥman
1677,"R' Abba, the son of Rav Huna",1,0.0023,,,,,,,none,0,,"Rebbi Abba, the son of Rav Huna"
1678,R' Avdimi from Mozva,1,0.0023,,,,,,,none,0,,Rebbi Eudaimon from Mozva
1679,Ḥananiah bar Šelemiah,1,0.0023,,,,,,,none,0,,Ḥananiah bar Šelemiah
1680,bar Zemina,1,0.0023,,,,,,,none,0,,bar Zemina
1681,R' Yoḥanan bar Mara,1,0.0023,,,,,,,none,0,,Rebbi Joḥanan bar Mara
