rank,name,normalized_name,count,example_1,example_2,example_3
1939,Ṣedekias ben Kenaana,Tzedekias ben Kenaana,1,Sanhedrin 11:5.2,,
1940,Jonathan ben Gershom,Yonatan ben Gershom,1,Sanhedrin 11:5.4,,
1941,Shabuel ben Gershom,Shabuel ben Gershom,1,Sanhedrin 11:5.5,,
1942,Ben Hadad,Ben Hadad,1,Sanhedrin 11:5.9,,
1943,Bar Pedaia,Bar Pedaia,1,Makkot 1:1.7,,
1944,Rebbi Jacob bar Dassai,R' Ya'akov bar Dassai,1,Makkot 1:7.2,,
1945,Rebbi Shila bar Binah,R' Shila bar Binah,1,Makkot 2:5.2,,
1946,Rebbi Yose ben Ḥalaphtasays,R' Yose ben Ḥalaphtasays,1,Makkot 2:6.10,,
1947,ben Aina,ben Aina,1,Makkot 2:6.12,,
1948,Onias ben Ḥakhinai,Onias ben Ḥakhinai,1,Makkot 3:8.1,,
1949,Rebbi Ḥaninah ben Aqashiah,R' Ḥaninah ben Aqashiah,1,Makkot 3:13.1,,
1950,bar Aḥawa,bar Aḥava,1,Shevuot 1:1.5,,
1951,Rebbi Eleasar ben Rebbi Yose,R' Eleasar ben R' Yose,1,Shevuot 1:1.5,,
1952,Rebbi Yose the Southerner,R' Yose the Southerner,1,Shevuot 1:5.2,,
1953,Rebbi Samuel bar Rebbi Yudan,R' Shmuel bar R' Yudan,1,Shevuot 2:2.2,,
1954,Rebbi Samuel ben Jacob,R' Shmuel ben Ya'akov,1,Shevuot 3:8.3,,
1955,Rebbi Yudan from Cappadocia,R' Yudan from Cappadocia,1,Shevuot 5:3.4,,
1956,Rebbi Gamliel ben Rebbi Illai,R' Gamliel ben R' Illai,1,Shevuot 5:6.3,,
1957,Rebbi Ada bar Ahava,R' Ada bar Ahava,1,Shevuot 6:2.3,,
1958,Rebbi Marinus,R' Marinus,1,Shevuot 6:2.5,,
1959,Rebbi Jacob bar Abinna,R' Ya'akov bar Abinna,1,Shevuot 6:3.2,,
1960,Rebbi Issac,R' Issac,1,Shevuot 7:2.2,,
1961,Rebbi Judan the Prince,R' Yudan the Prince,1,Avodah Zarah 1:1.7,,
1962,Rebbi Abba bar Tevelai,R' Abba bar Tevelai,1,Avodah Zarah 1:1.8,,
1963,Rebbi Joḥanan ben Madia,R' Yoḥanan ben Madia,1,Avodah Zarah 1:1.11,,
1964,Rebbi Yudan from Antodra,R' Yudan from Antodra,1,Avodah Zarah 1:2.4,,
1965,Rebbi Simeon ben Joḥanan,R' Shimon ben Yoḥanan,1,Avodah Zarah 1:4.4,,
1966,Rebbi Ḥanan bar Abba,R' Ḥanan bar Abba,1,Avodah Zarah 1:6.7,,
1967,Rebbi Isaac from Gufta,R' Yitzḥak from Gufta,1,Avodah Zarah 1:9.6,,
1968,Rabbi Simon,Rabbi Shimon,1,Avodah Zarah 1:9.7,,
1969,Bar Ashtor,Bar Ashtor,1,Avodah Zarah 1:9.7,,
1970,the son of Rebbi Abbahu,the son of R' Abbahu,1,Avodah Zarah 1:9.7,,
1971,the daughter of Domitianus,the daughter of Domitianus,1,Avodah Zarah 2:2.5,,
1972,bar Idi,bar Idi,1,Avodah Zarah 2:2.8,,
1973,Ben Dama,Ben Dama,1,Avodah Zarah 2:2.11,,
1974,Rebbi Ḥanianiah,R' Ḥanianiah,1,Avodah Zarah 2:3.2,,
1975,Ben Neṭoza,Ben Netoza,1,Avodah Zarah 2:3.6,,
1976,Rebbi Abinnas,R' Abinnas,1,Avodah Zarah 2:3.25,,
1977,Rebbi Yose from Malḥa,R' Yose from Malḥa,1,Avodah Zarah 2:4.9,,
1978,Rebbi Joḥanan bar Madia,R' Yoḥanan bar Madia,1,Avodah Zarah 2:6.2,,
1979,Jehudah ben Shamua,Yehudah ben Shamua,1,Avodah Zarah 2:7.3,,
1980,Rebbi Simoen ben Ioḥai,R' Simoen ben Yoḥai,1,Avodah Zarah 2:7.10,,
1981,Rebbi Zakkai of Alexandria,R' Zakkai of Alexandria,1,Avodah Zarah 2:8.11,,
1982,Rebbi Benjamin bar Levai,R' Binyamin bar Levai,1,Avodah Zarah 2:9.2,,
1983,Cahana bar Taḥlifa,Kahana bar Taḥlifa,1,Avodah Zarah 2:9.3,,
1984,Nathan bar Abba,Natan bar Abba,1,Avodah Zarah 2:9.5,,
1985,Rebbi Joṣhua ben Levi,R' Jotzhua ben Levi,1,Avodah Zarah 2:9.7,,
1986,Rebbi Jehudah ben Gamliel,R' Yehudah ben Gamliel,1,Avodah Zarah 2:9.8,,
1987,Rebbi Ḥanina from Hauran,R' Ḥanina from Hauran,1,Avodah Zarah 3:1.6,,
1988,Rebbi Yasa bar Ḥalfuta,R' Yasa bar Ḥalfuta,1,Avodah Zarah 3:1.8,,
1989,Zavdai ben Levai,Zavdai ben Levai,1,Avodah Zarah 3:1.11,,
1990,Rebbi Zeˋira the son of Rebbi Abbahu,R' Ze'ira the son of R' Abbahu,1,Avodah Zarah 3:1.18,,
1991,Rebbi Yose ben Rebbi Ḥalafta,R' Yose ben R' Ḥalafta,1,Avodah Zarah 3:3.6,,
1992,Proclos ben Ploslos,Proclos ben Ploslos,1,Avodah Zarah 3:4.1,,
1993,Rebbi Ḥanina bar Yasa,R' Ḥanina bar Yasa,1,Avodah Zarah 3:5.6,,
1994,Rav Ḥama bar Gorion,Rav Ḥama bar Gorion,1,Avodah Zarah 3:6.2,,
1995,Rav Josef,Rav Yosef,1,Avodah Zarah 3:6.3,,
1996,Rebbi Isaac bar Mattanah,R' Yitzḥak bar Mattanah,1,Avodah Zarah 3:11.4,,
1997,Bar Drosai,Bar Drosai,1,Avodah Zarah 4:4.5,,
1998,Ze`ur bar Ḥinena,Ze`ur bar Ḥinena,1,Avodah Zarah 4:5.2,,
1999,Rav Joshia,Rav Yoshia,1,Avodah Zarah 4:8.6,,
2000,Rebbi Eleazar ben Hoshaia,R' Elazar ben Hoshaya,1,Avodah Zarah 5:1.8,,
2001,Rebbi Ḥananiah bar Rebbi Abbahu,R' Ḥananiah bar R' Abbahu,1,Avodah Zarah 5:11.4,,
2002,Rebbi Bejamin ben Levi,R' Bejamin ben Levi,1,Horayot 1:6.2,,
2003,Rebbi Simeon ben Rebbi Yose bar Lakonia,R' Shimon ben R' Yose bar Lakonia,1,Horayot 2:5.4,,
2004,Rebbi Ina,R' Ina,1,Horayot 3:2.26,,
2005,Bar Silene,Bar Silene,1,Horayot 3:4.4,,
2006,Rebbi Simeon ben Zevid,R' Shimon ben Zevid,1,Horayot 3:5.5,,
2007,Rebbi Simeon bar Zevid,R' Shimon bar Zevid,1,Horayot 3:5.5,,
2008,Ismael ben Netaniah,Yishmael ben Netaniah,1,Horayot 3:5.7,,
2009,"Rebbi Samuel, son of Rebbi Yose ben Rebbi Abun","R' Shmuel, son of R' Yose ben R' Abun",1,Horayot 3:5.10,,
2010,Rebbi Tobi,R' Tobi,1,Niddah 1:1.4,,
2011,Rabbi Yannai,Rabbi Yannai,1,Niddah 2:1.4,,
2012,Rabbi Yose ben Rebbi Ḥanina,Rabbi Yose ben R' Ḥanina,1,Niddah 2:1.4,,
2013,Rabbi Yose ben Ḥanina,Rabbi Yose ben Ḥanina,1,Niddah 2:1.4,,
2014,Aqabia ben Mahalalel,Akavia ben Mahalalel,1,Niddah 2:6.1,,
2015,Rebbi Ḥama ben Joseph,R' Ḥama ben Yosef,1,Niddah 2:6.2,,
2016,Rebbi Ulla from Caesarea,R' Ulla from Caesarea,1,Niddah 2:7.2,,
2017,Rebbi Isaac bar Ṭabelai,R' Yitzḥak bar Tabelai,1,Niddah 2:7.3,,
2018,Rebbi Eudaimon from Sepphoris,R' Avdimi from Sepphoris,1,Niddah 2:7.6,,
2019,Rebbi Yose bar Nehorai,R' Yose bar Nehorai,1,Niddah 3:1.3,,
2020,Rebbi Yose ben Rebbi Joshua,R' Yose ben R' Yehoshua,1,Niddah 3:2.9,,
2021,Rebbi Jacon bar Zavdi,R' Jacon bar Zavdi,1,Niddah 3:3.6,,
